Date,Alipur,Anand Vihar,Ashok Vihar,Aya Nagar,Bawana,Burari Crossing,CRRI Mathura Road,Dr. Karni Singh Shooting Range,DTU,Dwarka-Sector 8,IGI Airport (T3),"IHBAS, Dilshad Garden",ITO,Jahangirpuri,Jawaharlal Nehru Stadium,Lodhi Road,Major Dhyan Chand National Stadium,Mandir Marg,Mundka,Najafgarh,Narela,Nehru Nagar,"North Campus, DU",NSIT Dwarka,Okhla Phase-2,Patparganj,Punjabi Bagh,Pusa,R K Puram,Rohini,Shadipur,Sirifort,Sonia Vihar,Sri Aurobindo Marg,Vivek Vihar,Wazirpur
01-01-2020 00:00,283.79,460.72,491.04,402.03,543.33,562.2,542.39,446.05,402.26,574.48,474.44,458.44,458.44,463.7,573.04,394.54,497.64,432.92,546.02,339.06,503.16,568,620.8,574.48,591.96,504.62,521.42,396.98,561.47,526.71,396.98,541.86,466.89,394.1,448.2,562.2
02-01-2020 00:00,304.96,472.6,482.78,227.78,411.36,547.78,514.19,487.26,359.96,561.03,437.41,492.06,492.06,468.71,463.89,343.17,483.16,378.71,480.33,360.54,445.04,546.41,271.16,561.03,521.27,489.99,480.09,396.94,520.49,511.3,396.94,437.62,351.68,310.22,421.57,547.78
03-01-2020 00:00,312.21,492.54,341.08,274.14,282.41,493.12,343.75,286.78,332.96,526.76,409.65,220.53,220.53,442.17,333.94,249.21,300.38,248.21,331.88,192.33,331.37,413.42,275.03,526.76,350.92,308.26,309.23,331.23,345.06,399.84,331.23,440.96,277.38,196.53,398.69,493.12
04-01-2020 00:00,321.48,361.17,399.48,237.7,435.91,426.47,353.64,293.75,457.09,405.46,287.38,255.95,255.95,465.35,287.36,351.44,293.71,290.08,396.15,175.33,333.93,372.94,332.15,405.46,332.79,317.79,323.75,357.06,278.27,382.68,357.06,313.85,323.08,186.26,390.97,426.47
05-01-2020 00:00,252.3,315.02,288.48,220.23,281.12,326.32,278.18,249.58,298.86,366.71,228.53,172.66,172.66,360.12,239.72,223.94,230.8,243.1,270.09,197.79,247.855,288.9,219.86,366.71,256,232.85,222.79,285.33,240.54,273.17,285.33,262.31,260.56,180.84,292.04,326.32
06-01-2020 00:00,217.82,289.72,266.58,204.89,293.5,299.54,248.82,208.59,276.17,365.53,228.08,173.71,173.71,309.59,233.65,200.25,228.59,218.38,264.51,189.25,161.78,263.22,207.23,365.53,246.85,235.16,218.36,246.85,236.62,250.03,246.85,282.89,245.76,166.74,264.52,299.54
07-01-2020 00:00,123.16,217.66,192,142.32,196.75,289.06,154.65,149.16,177.54,190.31,156.23,151.52,151.52,204.6,174.51,169.57,188.01,217.61,216.88,141.62,157.3,174.62,167.19,190.31,176.11,178.12,195.48,160.48,154.14,179.35,160.48,203.2,226.43,136.77,213.67,289.06
08-01-2020 00:00,105.94,168.07,164.33,133.07,139.42,162.8,177.01,159.49,128.83,156.87,126.07,128.16,128.16,195.09,147.4,128.9,158.26,150.71,135.97,110.77,129.81,188.86,129.83,156.87,167.94,144.89,137.21,140.67,137.1,144.14,140.67,151.14,145.88,129.57,168.5,162.8
09-01-2020 00:00,109.43,230.26,143.9,98.59,149.29,161.5,174.68,133.81,134.75,202.33,112.33,102.18,102.18,200.57,138.94,109.15,140.2,126.32,145.76,90.16,137.71,192.86,112.39,202.33,152.71,123.92,121.81,193.25,134.1,139.16,193.25,122.33,114.21,104.96,142.79,161.5
10-01-2020 00:00,161.03,323.3,210.58,150.8,214.75,250.04,257.19,210.41,255.74,305.73,168.64,150.28,150.28,273.14,215.3,166.5,221.09,182.08,226.62,110.75,194.45,287.99,164.53,305.73,226.71,186.69,181.64,286.21,207.73,186.15,286.21,208.86,192.58,149.06,236.1,250.04
